field,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,sub_major_field,major_field
Developmental and child psychology,197.0,182.0,191.0,218.0,205.0,227.0,245.0,190.0,236.0,201.0,Psychology,Psychology and social sciences
Educational psychology (psychology),69.0,73.0,70.0,62.0,67.0,60.0,65.0,60.0,108.0,139.0,Psychology,Psychology and social sciences
Experimental psychology,137.0,145.0,142.0,147.0,134.0,141.0,143.0,144.0,144.0,159.0,Psychology,Psychology and social sciences
Family psychology,42.0,34.0,45.0,33.0,41.0,33.0,41.0,55.0,12.0,5.0,Psychology,Psychology and social sciences
"Health, medical psychology",na,na,na,na,46.0,65.0,80.0,102.0,53.0,62.0,Psychology,Psychology and social sciences
Human development and family studies,121.0,146.0,145.0,145.0,136.0,138.0,141.0,134.0,191.0,206.0,Psychology,Psychology and social sciences
Industrial and organizational psychology,215.0,196.0,207.0,200.0,222.0,214.0,203.0,221.0,217.0,191.0,Psychology,Psychology and social sciences
"Marriage and family therapy, counseling",na,na,na,na,na,na,na,na,77.0,74.0,Psychology,Psychology and social sciences
"Neuropsychology, physiological psychologyi",81.0,87.0,82.0,77.0,101.0,112.0,122.0,130.0,69.0,42.0,Psychology,Psychology and social sciences
Personality psychology,18.0,19.0,22.0,23.0,20.0,15.0,21.0,21.0,23.0,16.0,Psychology,Psychology and social sciences
Psychometrics and quantitative psychology,23.0,29.0,36.0,35.0,34.0,44.0,33.0,48.0,49.0,51.0,Psychology,Psychology and social sciences
School psychology (psychology),132.0,122.0,107.0,110.0,118.0,114.0,110.0,116.0,128.0,372.0,Psychology,Psychology and social sciences
Social psychology,204.0,226.0,210.0,228.0,246.0,211.0,242.0,220.0,219.0,213.0,Psychology,Psychology and social sciences
"Psychology, general",198.0,209.0,185.0,228.0,220.0,229.0,275.0,290.0,298.0,140.0,Psychology,Psychology and social sciences
"Psychology, other",166.0,183.0,200.0,210.0,146.0,151.0,153.0,172.0,150.0,214.0,Psychology,Psychology and social sciences
Social sciences,4278.0,4473.0,4462.0,4645.0,4899.0,4988.0,5027.0,5302.0,5129.0,5119.0,Psychology,Psychology and social sciences
"Anthropology, cultural",na,na,na,na,na,na,267.0,317.0,290.0,261.0,Anthropology,Psychology and social sciences
"Anthropology, generalj",483.0,503.0,507.0,553.0,547.0,550.0,185.0,99.0,90.0,110.0,Anthropology,Psychology and social sciences
"Anthropology, physical and biological",na,na,na,na,na,na,72.0,76.0,80.0,84.0,Anthropology,Psychology and social sciences
Econometrics,36.0,31.0,34.0,28.0,40.0,48.0,46.0,40.0,38.0,23.0,Economics,Psychology and social sciences
Natural resources and environmental economics (social sciences),na,na,na,na,48.0,49.0,49.0,47.0,59.0,53.0,Economics,Psychology and social sciences
Other economics,1055.0,1087.0,1039.0,1093.0,1155.0,1086.0,1100.0,1168.0,1139.0,1161.0,Economics,Psychology and social sciences
"American, U.S. studies",121.0,116.0,115.0,132.0,121.0,122.0,121.0,130.0,111.0,97.0,Other social sciences,Psychology and social sciences
Applied linguistics,na,na,na,na,na,na,na,na,81.0,105.0,Other social sciences,Psychology and social sciences
"Area, ethnic, cultural studiesk",114.0,112.0,111.0,110.0,113.0,98.0,90.0,80.0,189.0,168.0,Other social sciences,Psychology and social sciences
Criminal justice and corrections,74.0,75.0,74.0,80.0,80.0,75.0,80.0,111.0,93.0,108.0,Other social sciences,Psychology and social sciences
Criminology,54.0,61.0,52.0,101.0,86.0,76.0,78.0,105.0,104.0,94.0,Other social sciences,Psychology and social sciences
Demography and population studies,23.0,18.0,13.0,30.0,17.0,27.0,32.0,21.0,37.0,22.0,Other social sciences,Psychology and social sciences
Gender and women's studies,na,na,na,na,na,na,40.0,34.0,72.0,49.0,Other social sciences,Psychology and social sciences
Geography,249.0,209.0,225.0,233.0,270.0,251.0,293.0,301.0,245.0,284.0,Other social sciences,Psychology and social sciences
Gerontology (social sciences),na,na,18.0,27.0,31.0,32.0,28.0,24.0,22.0,29.0,Other social sciences,Psychology and social sciences
Health policy analysis,na,na,na,na,41.0,69.0,50.0,81.0,61.0,54.0,Other social sciences,Psychology and social sciences
"International relations, international affairs",82.0,101.0,107.0,113.0,124.0,119.0,105.0,104.0,137.0,149.0,Other social sciences,Psychology and social sciences
Linguistics,254.0,275.0,240.0,270.0,258.0,285.0,276.0,288.0,237.0,208.0,Other social sciences,Psychology and social sciences
Public policy analysis,196.0,228.0,244.0,223.0,263.0,279.0,277.0,293.0,230.0,240.0,Other social sciences,Psychology and social sciences
Statistics (social sciences),20.0,17.0,21.0,22.0,19.0,24.0,20.0,22.0,44.0,15.0,Other social sciences,Psychology and social sciences
"Urban, city, community and regional planning",116.0,92.0,106.0,104.0,121.0,114.0,111.0,128.0,131.0,148.0,Other social sciences,Psychology and social sciences
"Urban studies, affairs",28.0,33.0,34.0,31.0,34.0,39.0,35.0,31.0,39.0,43.0,Other social sciences,Psychology and social sciences
"Social sciences, general",37.0,51.0,48.0,39.0,32.0,55.0,59.0,55.0,99.0,45.0,Other social sciences,Psychology and social sciences
"Social sciences, other",107.0,120.0,107.0,114.0,142.0,151.0,157.0,146.0,141.0,128.0,Other social sciences,Psychology and social sciences
Agricultural engineering,61.0,64.0,58.0,60.0,68.0,75.0,80.0,67.0,62.0,79.0,Other engineering,Engineering
Ceramic sciences engineering,7.0,5.0,11.0,7.0,5.0,3.0,na,na,na,na,Other engineering,Engineering
Communications engineering,26.0,26.0,15.0,16.0,24.0,31.0,29.0,30.0,19.0,15.0,Other engineering,Engineering
Computer engineering,386.0,380.0,374.0,372.0,406.0,417.0,465.0,410.0,401.0,419.0,Other engineering,Engineering
"Engineering management, administration",39.0,40.0,38.0,37.0,44.0,59.0,44.0,45.0,29.0,55.0,Other engineering,Engineering
Engineering mechanics,60.0,63.0,46.0,63.0,48.0,70.0,70.0,66.0,101.0,57.0,Other engineering,Engineering
Engineering physics,26.0,31.0,31.0,32.0,17.0,34.0,30.0,36.0,24.0,26.0,Other engineering,Engineering
Engineering science,35.0,42.0,52.0,51.0,45.0,41.0,60.0,72.0,33.0,66.0,Other engineering,Engineering
"Environmental, environmental health engineeringl",153.0,120.0,112.0,144.0,214.0,269.0,270.0,282.0,216.0,221.0,Other engineering,Engineering
Geotechnical and geoenvironmental engineering,na,na,na,na,49.0,51.0,72.0,68.0,81.0,75.0,Other engineering,Engineering
Metallurgical engineering,22.0,26.0,11.0,30.0,16.0,25.0,24.0,34.0,31.0,25.0,Other engineering,Engineering
Mining and mineral engineering,13.0,14.0,7.0,6.0,14.0,29.0,na,na,na,na,Other engineering,Engineering
Nuclear engineering,99.0,73.0,91.0,107.0,101.0,119.0,156.0,130.0,131.0,159.0,Other engineering,Engineering
Ocean engineering,25.0,29.0,23.0,26.0,21.0,30.0,30.0,36.0,26.0,25.0,Other engineering,Engineering
Operations research (engineering),80.0,79.0,85.0,83.0,90.0,119.0,117.0,88.0,130.0,114.0,Other engineering,Engineering
Petroleum engineering,44.0,54.0,51.0,56.0,67.0,92.0,107.0,104.0,99.0,86.0,Other engineering,Engineering
"Polymer, plastics engineering",49.0,60.0,57.0,71.0,67.0,61.0,63.0,80.0,60.0,90.0,Other engineering,Engineering
Robotics,na,na,31.0,46.0,50.0,59.0,80.0,82.0,120.0,98.0,Other engineering,Engineering
Structural engineering,na,na,66.0,69.0,81.0,81.0,101.0,125.0,117.0,103.0,Other engineering,Engineering
Systems engineering,80.0,67.0,68.0,79.0,82.0,114.0,95.0,105.0,113.0,121.0,Other engineering,Engineering
Transportation and highway engineering,na,na,na,na,76.0,80.0,101.0,106.0,109.0,84.0,Other engineering,Engineering
"Engineering, general",43.0,44.0,36.0,36.0,43.0,24.0,40.0,42.0,108.0,51.0,Other engineering,Engineering
"Engineering, other",116.0,116.0,128.0,134.0,129.0,134.0,157.0,170.0,146.0,258.0,Other engineering,Engineering
Educational administration and supervision,665.0,585.0,320.0,217.0,219.0,187.0,170.0,169.0,148.0,176.0,Education administration,Education
"Educational and human resource studies, development",na,na,na,na,78.0,93.0,62.0,68.0,62.0,172.0,Education administration,Education
Educational leadership,1573.0,1561.0,1029.0,649.0,673.0,601.0,605.0,620.0,554.0,591.0,Education administration,Education
Urban education and leadership,na,na,90.0,58.0,87.0,84.0,56.0,63.0,59.0,84.0,Education administration,Education
"Counseling education, counseling and guidance",208.0,233.0,211.0,223.0,223.0,257.0,229.0,292.0,277.0,269.0,Education research,Education
Curriculum and instruction,744.0,782.0,617.0,590.0,583.0,586.0,552.0,585.0,380.0,514.0,Education research,Education
Educational and instructional media design,177.0,150.0,121.0,133.0,30.0,17.0,18.0,30.0,26.0,19.0,Education research,Education
Educational and instructional technology,na,na,na,na,164.0,241.0,192.0,201.0,224.0,233.0,Education research,Education
"Educational assessment, testing, measurement",73.0,89.0,65.0,73.0,57.0,63.0,53.0,65.0,66.0,41.0,Education research,Education
Educational policy analysis,na,na,122.0,151.0,157.0,171.0,152.0,168.0,173.0,127.0,Education research,Education
Educational psychology (education),306.0,326.0,269.0,287.0,302.0,283.0,261.0,286.0,221.0,229.0,Education research,Education
"Educational statistics, research methods",66.0,60.0,68.0,79.0,70.0,84.0,74.0,92.0,76.0,83.0,Education research,Education
Higher education evaluation and research,578.0,512.0,420.0,384.0,448.0,435.0,446.0,519.0,449.0,434.0,Education research,Education
International education,na,na,65.0,60.0,52.0,65.0,70.0,55.0,56.0,45.0,Education research,Education
School psychology (education),103.0,116.0,132.0,128.0,117.0,131.0,145.0,132.0,117.0,107.0,Education research,Education
Social and philosophical foundations of education,122.0,124.0,92.0,100.0,98.0,84.0,92.0,90.0,63.0,66.0,Education research,Education
Special education,263.0,271.0,261.0,230.0,268.0,286.0,276.0,257.0,256.0,238.0,Education research,Education
Adult and continuing teacher education,118.0,138.0,91.0,64.0,49.0,23.0,53.0,39.0,64.0,29.0,Teacher education,Education
Elementary teacher education,63.0,66.0,48.0,45.0,40.0,26.0,36.0,37.0,36.0,29.0,Teacher education,Education
"Pre-elementary, early childhood teacher education",60.0,80.0,58.0,52.0,29.0,35.0,29.0,47.0,51.0,33.0,Teacher education,Education
Secondary teacher education,33.0,48.0,48.0,43.0,38.0,25.0,34.0,33.0,29.0,21.0,Teacher education,Education
Agricultural education,33.0,29.0,34.0,28.0,30.0,27.0,25.0,30.0,36.0,33.0,Teaching fields,Education
Art education,44.0,46.0,35.0,48.0,36.0,30.0,42.0,42.0,37.0,35.0,Teaching fields,Education
Bilingual and multilingual education,na,na,na,na,35.0,50.0,30.0,27.0,52.0,38.0,Teaching fields,Education
Business education,14.0,13.0,na,na,na,na,na,na,na,na,Teaching fields,Education
English as a second or foreign language,na,na,na,na,na,na,58.0,94.0,70.0,56.0,Teaching fields,Education
English education,71.0,51.0,61.0,64.0,32.0,35.0,31.0,33.0,39.0,34.0,Teaching fields,Education
"Family, consumer, and human sciences",31.0,19.0,23.0,24.0,10.0,19.0,20.0,24.0,16.0,8.0,Teaching fields,Education
Foreign languages education,68.0,57.0,60.0,55.0,60.0,54.0,39.0,31.0,39.0,26.0,Teaching fields,Education
Health education,61.0,53.0,45.0,49.0,35.0,52.0,43.0,53.0,70.0,65.0,Teaching fields,Education
Literacy and reading educationm,121.0,118.0,83.0,80.0,124.0,126.0,127.0,123.0,137.0,139.0,Teaching fields,Education
Mathematics education,127.0,161.0,144.0,142.0,114.0,138.0,142.0,133.0,182.0,146.0,Teaching fields,Education
Music education,76.0,68.0,83.0,86.0,69.0,91.0,104.0,114.0,87.0,75.0,Teaching fields,Education
Nursing education,23.0,13.0,30.0,23.0,18.0,33.0,30.0,32.0,74.0,53.0,Teaching fields,Education
Physical education and coaching,50.0,34.0,34.0,43.0,38.0,44.0,35.0,36.0,38.0,22.0,Teaching fields,Education
Science education,94.0,119.0,96.0,93.0,110.0,114.0,112.0,122.0,133.0,101.0,Teaching fields,Education
Social science education,22.0,21.0,21.0,27.0,20.0,22.0,16.0,24.0,28.0,19.0,Teaching fields,Education
"Teacher education and professional development, othern",64.0,76.0,50.0,43.0,26.0,57.0,61.0,35.0,128.0,58.0,Teaching fields,Education
Trade and industrial education,13.0,28.0,na,na,na,na,na,na,na,na,Teaching fields,Education
Workforce education and development,na,na,na,na,na,na,32.0,36.0,36.0,60.0,Other education,Education
"Education, general",239.0,209.0,152.0,122.0,121.0,128.0,135.0,140.0,369.0,145.0,Other education,Education
"Education, other",258.0,272.0,209.0,177.0,143.0,137.0,102.0,121.0,188.0,170.0,Other education,Education
Arabic language and literature,7.0,5.0,14.0,8.0,12.0,9.0,14.0,6.0,5.0,8.0,Foreign languages and literature,Humanities and arts
Chinese language and literature,22.0,35.0,41.0,29.0,20.0,37.0,17.0,28.0,17.0,29.0,Foreign languages and literature,Humanities and arts
French language and literature,120.0,114.0,110.0,114.0,122.0,140.0,139.0,137.0,107.0,92.0,Foreign languages and literature,Humanities and arts
Germanic language and literature,80.0,70.0,64.0,71.0,90.0,74.0,84.0,72.0,67.0,72.0,Foreign languages and literature,Humanities and arts
Italian language and literature,31.0,39.0,35.0,38.0,50.0,44.0,39.0,40.0,34.0,45.0,Foreign languages and literature,Humanities and arts
Japanese language and literature,17.0,18.0,27.0,16.0,20.0,21.0,23.0,21.0,10.0,16.0,Foreign languages and literature,Humanities and arts
Latin American languages and literature,na,na,na,na,57.0,66.0,83.0,79.0,96.0,29.0,Foreign languages and literature,Humanities and arts
Russian language and literature,27.0,18.0,23.0,34.0,24.0,30.0,25.0,21.0,14.0,25.0,Foreign languages and literature,Humanities and arts
Slavic (other than Russian),2.0,10.0,na,na,na,na,na,na,na,na,Foreign languages and literature,Humanities and arts
Spanish language and literature,244.0,235.0,231.0,247.0,205.0,216.0,181.0,186.0,127.0,182.0,Foreign languages and literature,Humanities and arts
"Foreign languages and literatures, other",77.0,54.0,56.0,87.0,84.0,64.0,69.0,66.0,122.0,126.0,Foreign languages and literature,Humanities and arts
African history,22.0,29.0,30.0,29.0,38.0,32.0,32.0,30.0,26.0,22.0,History,Humanities and arts
"American history, United States and Canada",384.0,432.0,391.0,432.0,440.0,444.0,433.0,412.0,391.0,368.0,History,Humanities and arts
Asian history,74.0,55.0,59.0,68.0,73.0,85.0,78.0,89.0,73.0,55.0,History,Humanities and arts
European history,196.0,214.0,193.0,224.0,186.0,186.0,232.0,198.0,207.0,173.0,History,Humanities and arts
"History, science and technology and society",48.0,56.0,46.0,47.0,49.0,53.0,78.0,72.0,66.0,160.0,History,Humanities and arts
Latin American history,62.0,67.0,65.0,52.0,63.0,77.0,73.0,64.0,77.0,61.0,History,Humanities and arts
"Middle, Near East history",59.0,61.0,65.0,63.0,60.0,71.0,68.0,82.0,63.0,70.0,History,Humanities and arts
"History, general",64.0,64.0,78.0,68.0,93.0,105.0,121.0,108.0,155.0,70.0,History,Humanities and arts
"History, other",62.0,67.0,78.0,82.0,84.0,95.0,71.0,91.0,90.0,87.0,History,Humanities and arts
"American literature, United States and Canada",338.0,327.0,361.0,367.0,409.0,397.0,349.0,334.0,342.0,311.0,Letters,Humanities and arts
Classics,72.0,77.0,86.0,91.0,101.0,101.0,91.0,94.0,109.0,80.0,Letters,Humanities and arts
Comparative literature,166.0,179.0,197.0,192.0,201.0,218.0,196.0,165.0,172.0,166.0,Letters,Humanities and arts
Creative writing,73.0,76.0,81.0,84.0,93.0,79.0,87.0,97.0,79.0,84.0,Letters,Humanities and arts
English language,156.0,104.0,146.0,179.0,154.0,92.0,147.0,153.0,127.0,159.0,Letters,Humanities and arts
"English literature, British and Commonwealth",397.0,388.0,419.0,354.0,423.0,399.0,396.0,412.0,414.0,369.0,Letters,Humanities and arts
Folklore,13.0,10.0,11.0,10.0,6.0,9.0,17.0,6.0,NA,na,Letters,Humanities and arts
Rhetoric and composition,na,na,na,na,154.0,220.0,207.0,238.0,211.0,227.0,Letters,Humanities and arts
Speech and rhetorical studies,126.0,138.0,152.0,165.0,53.0,33.0,29.0,42.0,39.0,42.0,Letters,Humanities and arts
"Letters, general",34.0,74.0,22.0,25.0,18.0,26.0,12.0,22.0,23.0,13.0,Letters,Humanities and arts
"Letters, other",45.0,40.0,41.0,46.0,26.0,32.0,20.0,20.0,15.0,14.0,Letters,Humanities and arts
Archaeology (humanities),47.0,58.0,60.0,87.0,79.0,72.0,105.0,121.0,166.0,126.0,Other humanities and arts,Humanities and arts
"Art history, criticism, and conservation",208.0,226.0,248.0,242.0,227.0,265.0,263.0,272.0,278.0,247.0,Other humanities and arts,Humanities and arts
"Bible, biblical studies",79.0,74.0,97.0,103.0,95.0,106.0,86.0,87.0,62.0,85.0,Other humanities and arts,Humanities and arts
Dance,na,na,na,na,na,na,na,na,13.0,11.0,Other humanities and arts,Humanities and arts
"Drama, theater arts",83.0,104.0,104.0,106.0,111.0,120.0,104.0,86.0,74.0,75.0,Other humanities and arts,Humanities and arts
Ethics,na,na,na,na,29.0,26.0,29.0,30.0,38.0,30.0,Other humanities and arts,Humanities and arts
"Film, cinema, video studies",na,na,na,na,62.0,67.0,71.0,67.0,73.0,79.0,Other humanities and arts,Humanities and arts
"Jewish, Judaic studies",na,na,na,na,17.0,33.0,27.0,27.0,27.0,28.0,Other humanities and arts,Humanities and arts
Music,67.0,74.0,66.0,81.0,67.0,88.0,64.0,54.0,59.0,74.0,Other humanities and arts,Humanities and arts
Musicology and ethnomusicology,106.0,127.0,135.0,137.0,138.0,128.0,140.0,148.0,127.0,157.0,Other humanities and arts,Humanities and arts
Music performance,60.0,85.0,106.0,93.0,113.0,124.0,77.0,110.0,92.0,90.0,Other humanities and arts,Humanities and arts
Music theory and composition,90.0,99.0,91.0,95.0,95.0,102.0,104.0,108.0,92.0,86.0,Other humanities and arts,Humanities and arts
"Music, other",17.0,18.0,18.0,22.0,21.0,29.0,20.0,23.0,19.0,17.0,Other humanities and arts,Humanities and arts
Philosophy,400.0,422.0,431.0,462.0,497.0,494.0,454.0,463.0,454.0,419.0,Other humanities and arts,Humanities and arts
"Religion, religious studies",333.0,326.0,282.0,312.0,290.0,301.0,292.0,314.0,254.0,310.0,Other humanities and arts,Humanities and arts
"Theology, religious education",138.0,129.0,160.0,150.0,184.0,173.0,156.0,172.0,210.0,166.0,Other humanities and arts,Humanities and arts
"Humanities, general",14.0,49.0,28.0,43.0,16.0,31.0,34.0,27.0,106.0,55.0,Other humanities and arts,Humanities and arts
"Humanities, other",76.0,57.0,67.0,71.0,112.0,101.0,87.0,100.0,58.0,80.0,Other humanities and arts,Humanities and arts
Accounting,140.0,141.0,148.0,157.0,175.0,168.0,196.0,194.0,178.0,153.0,Business management and administration,Other
Banking/financial services,4.0,5.0,5.0,1.0,na,na,na,na,na,na,Business management and administration,Other
Business administration and management,204.0,173.0,157.0,146.0,221.0,269.0,243.0,232.0,263.0,273.0,Business management and administration,Other
"Business, managerial economics",18.0,24.0,29.0,26.0,31.0,24.0,22.0,43.0,26.0,33.0,Business management and administration,Other
Finance,241.0,213.0,210.0,200.0,232.0,260.0,265.0,241.0,251.0,188.0,Business management and administration,Other
"Hospitality, food service and tourism management",na,na,36.0,59.0,57.0,71.0,65.0,46.0,66.0,76.0,Business management and administration,Other
Human resources development,65.0,74.0,70.0,70.0,44.0,44.0,68.0,51.0,30.0,27.0,Business management and administration,Other
"International business, trade, commerce",31.0,37.0,25.0,28.0,21.0,33.0,30.0,24.0,24.0,20.0,Business management and administration,Other
"Management information systems, business statistics",156.0,136.0,108.0,100.0,103.0,107.0,100.0,102.0,107.0,90.0,Business management and administration,Other
Marketing management and research,190.0,183.0,157.0,156.0,174.0,191.0,152.0,181.0,140.0,139.0,Business management and administration,Other
Operations research (business),78.0,51.0,84.0,70.0,80.0,103.0,91.0,110.0,83.0,66.0,Business management and administration,Other
Organizational behavior,157.0,167.0,175.0,189.0,163.0,186.0,212.0,189.0,168.0,269.0,Business management and administration,Other
"Business management and administration, general",60.0,90.0,102.0,67.0,50.0,40.0,68.0,68.0,114.0,107.0,Business management and administration,Other
"Business management and administration, other",77.0,111.0,60.0,58.0,53.0,55.0,72.0,102.0,59.0,81.0,Business management and administration,Other
Communication research,104.0,129.0,120.0,125.0,126.0,155.0,149.0,149.0,183.0,111.0,Communication,Other
Communication theory,32.0,38.0,34.0,29.0,31.0,30.0,39.0,41.0,63.0,34.0,Communication,Other
"Film, radio, TV and digital communication",62.0,64.0,73.0,77.0,43.0,30.0,35.0,37.0,23.0,34.0,Communication,Other
"Mass communication, media studies",175.0,206.0,214.0,212.0,199.0,239.0,251.0,242.0,211.0,231.0,Communication,Other
"Communication, general",103.0,120.0,119.0,117.0,117.0,107.0,123.0,119.0,143.0,146.0,Communication,Other
"Communication, other",81.0,70.0,78.0,90.0,79.0,84.0,66.0,79.0,49.0,70.0,Communication,Other
Architecture and environmental design,75.0,81.0,81.0,81.0,109.0,101.0,118.0,116.0,99.0,118.0,Non-S&E fields nec,Other
"Family, consumer sciences and human sciences",58.0,59.0,48.0,54.0,50.0,57.0,51.0,47.0,39.0,79.0,Non-S&E fields nec,Other
Law,88.0,73.0,68.0,57.0,53.0,81.0,76.0,76.0,67.0,86.0,Non-S&E fields nec,Other
Library science,31.0,25.0,40.0,35.0,49.0,39.0,39.0,41.0,32.0,47.0,Non-S&E fields nec,Other
"Parks, sports, recreation, leisure and fitness",76.0,69.0,54.0,63.0,61.0,76.0,67.0,52.0,83.0,49.0,Non-S&E fields nec,Other
Public administration,114.0,129.0,126.0,118.0,132.0,127.0,119.0,121.0,143.0,185.0,Non-S&E fields nec,Other
Social work,338.0,333.0,308.0,289.0,280.0,330.0,325.0,307.0,294.0,298.0,Non-S&E fields nec,Other
Other fields nec,4.0,6.0,0.0,9.0,1.0,16.0,1.0,10.0,3.0,103.0,Non-S&E fields nec,Other
